Id_survey_no_dc,Id_scr,Ecoregion,Department,Long,Lat,Id_group_no_dc,Farm_name,Distance_farm,N_visits,Elev,Avg_temp,Tot_prec,Habitat,Habitat_sub
MB-A-ET_05,808,Bajo magdalena,Atlantico,-75.1719,10.7482,MB-A-ET,El trebol,1,11,30,27.5,1127,Bosque,Secundario
MB-A-ET_06,808,Bajo magdalena,Atlantico,-75.173,10.7481,MB-A-ET,El trebol,113,11,30,27.5,1127,Bosque,Secundario
MB-A-LRE_01,839,Bajo magdalena,Atlantico,-75.0624,10.6932,MB-A-LRE,La renuncia,0,11,59,27.65,1131,Bosque,Secundario
MB-A-LRE_02,839,Bajo magdalena,Atlantico,-75.0617,10.6923,MB-A-LRE,La renuncia,0,11,49,27.65,1131,Bosque,Secundario
MB-A-LRE_03,839,Bajo magdalena,Atlantico,-75.0613,10.6909,MB-A-LRE,La renuncia,0,11,48,27.7,1112,Bosque,Secundario
MB-A-LRE_04,839,Bajo magdalena,Atlantico,-75.0608,10.6898,MB-A-LRE,La renuncia,0,11,58,27.7,1112,Bosque,Secundario
MB-A-LRE_05,839,Bajo magdalena,Atlantico,-75.0613,10.6888,MB-A-LRE,La renuncia,0,11,52,27.7,1112,Bosque,Secundario
MB-A-LRE_06,839,Bajo magdalena,Atlantico,-75.062,10.6897,MB-A-LRE,La renuncia,0,11,45,27.7,1112,Bosque,Secundario
MB-G-CB_01,4166,Rio cesar,Guajira,-73.0366,11.0768,MB-G-CB,Campo bernal,0,6,209,26.883,1132,Bosque,Secundario
MB-G-CB_02,4166,Rio cesar,Guajira,-73.0355,11.0765,MB-G-CB,Campo bernal,0,6,205,26.883,1132,Bosque,Secundario
MB-G-CB_03,4166,Rio cesar,Guajira,-73.0345,11.076,MB-G-CB,Campo bernal,0,6,201,26.883,1132,Bosque,Secundario
MB-G-CB_04,4166,Rio cesar,Guajira,-73.0336,11.0765,MB-G-CB,Campo bernal,0,6,199,26.883,1132,Bosque,Secundario
MB-G-CB_05,4166,Rio cesar,Guajira,-73.0493,11.076,MB-G-CB,Campo bernal,1307,6,296,26.6,1161,Bosque,Secundario
MB-G-CB_06,4166,Rio cesar,Guajira,-73.0482,11.0759,MB-G-CB,Campo bernal,1186,6,299,26.6,1161,Bosque,Secundario
MB-G-ECO_01,4419,Rio cesar,Guajira,-72.9525,11.0213,MB-G-ECO,El corralito,0,6,758,23.558,1206,Bosque,Secundario
MB-G-ECO_02,4419,Rio cesar,Guajira,-72.9524,11.0227,MB-G-ECO,El corralito,0,6,800,23.558,1206,Bosque,Secundario
MB-G-ECO_03,4419,Rio cesar,Guajira,-72.9522,11.0236,MB-G-ECO,El corralito,0,6,837,23.558,1206,Bosque,Secundario
MB-G-ECO_04,4419,Rio cesar,Guajira,-72.9531,11.0241,MB-G-ECO,El corralito,0,6,853,23.558,1206,Bosque,Secundario
MB-G-ECO_05,4419,Rio cesar,Guajira,-72.9542,11.0239,MB-G-ECO,El corralito,0,6,912,23.558,1206,Bosque,Secundario
MB-G-ECO_06,4419,Rio cesar,Guajira,-72.9554,11.0237,MB-G-ECO,El corralito,0,6,923,23.558,1206,Bosque,Secundario
MB-G-EPAR_01,4334,Rio cesar,Guajira,-73.0095,11.1205,MB-G-EPAR,El paraiso,0,6,146,27.317,1011,Bosque,Secundario
MB-G-EPAR_02,4334,Rio cesar,Guajira,-73.0104,11.1206,MB-G-EPAR,El paraiso,0,6,142,27.317,1011,Bosque,Secundario
MB-G-EPAR_03,4334,Rio cesar,Guajira,-73.0112,11.12,MB-G-EPAR,El paraiso,0,6,147,27.317,1011,Bosque,Secundario
MB-G-EPAR_04,4334,Rio cesar,Guajira,-73.0121,11.1196,MB-G-EPAR,El paraiso,0,6,146,27.317,1011,Bosque,Secundario
MB-G-EPAR_05,4334,Rio cesar,Guajira,-73.0111,11.1191,MB-G-EPAR,El paraiso,0,6,152,27.317,1011,Bosque,Secundario
MB-G-EPAR_06,4334,Rio cesar,Guajira,-73.0112,11.1182,MB-G-EPAR,El paraiso,0,6,152,27.317,1011,Bosque,Secundario
MB-G-LU_01,4051,Rio cesar,Guajira,-72.9098,11.1447,MB-G-LU,La ultima carta,196,6,142,27.442,1072,Bosque,Secundario
MB-G-LU_02,4051,Rio cesar,Guajira,-72.9105,11.1435,MB-G-LU,La ultima carta,251,6,139,27.442,1072,Bosque,Ripario
MB-G-LU_03,4051,Rio cesar,Guajira,-72.9105,11.1424,MB-G-LU,La ultima carta,356,6,145,27.442,1072,Bosque,Ripario
MB-G-LU_04,4051,Rio cesar,Guajira,-72.9104,11.1413,MB-G-LU,La ultima carta,442,6,145,27.325,1113,Bosque,Ripario
MB-G-LU_05,4051,Rio cesar,Guajira,-72.9114,11.1408,MB-G-LU,La ultima carta,437,6,149,27.325,1113,Bosque,Secundario
MB-G-LU_06,4051,Rio cesar,Guajira,-72.9118,11.1397,MB-G-LU,La ultima carta,533,6,155,27.325,1113,Bosque,Secundario
MB-G-MV_01,4715,Rio cesar,Guajira,-72.9581,11.0231,MB-G-MV,Mis viejos,0,6,837,23.558,1206,Bosque,Secundario
MB-G-MV_02,4715,Rio cesar,Guajira,-72.9582,11.0218,MB-G-MV,Mis viejos,0,6,811,23.558,1206,Bosque,Secundario
MB-G-MV_03,4715,Rio cesar,Guajira,-72.9586,11.0209,MB-G-MV,Mis viejos,0,6,797,23.183,1251,Bosque,Secundario
MB-G-MV_04,4715,Rio cesar,Guajira,-72.9589,11.0199,MB-G-MV,Mis viejos,64,6,770,23.183,1251,Bosque,Secundario
MB-G-MV_05,4715,Rio cesar,Guajira,-72.9585,11.0188,MB-G-MV,Mis viejos,79,6,756,23.183,1251,Bosque,Secundario
MB-G-MV_06,4715,Rio cesar,Guajira,-72.9579,11.0176,MB-G-MV,Mis viejos,54,6,734,23.558,1206,Bosque,Secundario
MB-M-A_01-A,3188,Piedemonte,Meta,-73.8071,3.8049,MB-M-A,Andorra,0,18,543,24.742,3569,Bosque,Secundario
MB-M-A_01-B,1734,Piedemonte,Meta,-73.8072,3.8083,MB-M-A,Andorra,0,19,534,24.742,3569,Bosque,Ripario
MB-M-A_02-A,3188,Piedemonte,Meta,-73.8078,3.8041,MB-M-A,Andorra,0,18,545,24.742,3569,Bosque,Secundario
MB-M-A_02-B,1734,Piedemonte,Meta,-73.8079,3.8074,MB-M-A,Andorra,0,19,538,24.742,3569,Bosque,Ripario
MB-M-A_03-A,3188,Piedemonte,Meta,-73.8083,3.8032,MB-M-A,Andorra,0,18,536,24.742,3569,Bosque,Secundario
MB-M-A_03-B,3188,Piedemonte,Meta,-73.8088,3.8069,MB-M-A,Andorra,0,19,544,24.658,3642,Bosque,Ripario
MB-M-A_04-A,3188,Piedemonte,Meta,-73.8075,3.8027,MB-M-A,Andorra,0,18,536,24.742,3569,Bosque,Secundario
MB-M-A_04-B,3188,Piedemonte,Meta,-73.8092,3.8059,MB-M-A,Andorra,0,18,542,24.658,3642,Bosque,Ripario
MB-M-A_05-A,3188,Piedemonte,Meta,-73.8067,3.8034,MB-M-A,Andorra,0,18,545,24.742,3569,Bosque,Secundario
MB-M-A_05-B,3188,Piedemonte,Meta,-73.8102,3.806,MB-M-A,Andorra,0,18,543,24.658,3642,Bosque,Ripario
MB-M-A_06-A,3188,Piedemonte,Meta,-73.8062,3.8045,MB-M-A,Andorra,0,18,537,24.742,3569,Bosque,Secundario
MB-M-A_06-B,268,Piedemonte,Meta,-73.8111,3.8059,MB-M-A,Andorra,0,18,548,24.658,3642,Bosque,Ripario
MB-M-BV_01,3948,Piedemonte,Meta,-73.7219,3.3634,MB-M-BV,Buena vista,0,6,346,25.892,2794,Bosque,Secundario
MB-M-BV_02,3948,Piedemonte,Meta,-73.7229,3.3637,MB-M-BV,Buena vista,0,6,354,25.892,2794,Bosque,Secundario
MB-M-BV_03,3948,Piedemonte,Meta,-73.7241,3.3638,MB-M-BV,Buena vista,0,6,350,25.892,2794,Bosque,Secundario
MB-M-BV_04,3948,Piedemonte,Meta,-73.7254,3.3638,MB-M-BV,Buena vista,0,6,345,25.867,2792,Bosque,Secundario
MB-M-BV_05,3948,Piedemonte,Meta,-73.7261,3.365,MB-M-BV,Buena vista,0,6,329,25.867,2792,Bosque,Secundario
MB-M-BV_06,3948,Piedemonte,Meta,-73.7269,3.3659,MB-M-BV,Buena vista,0,6,312,25.867,2792,Bosque,Secundario
MB-M-EA_01,4121,Piedemonte,Meta,-73.6715,3.3314,MB-M-EA,El amparo,0,6,319,26.008,2811,Bosque,Secundario
MB-M-EA_02,4121,Piedemonte,Meta,-73.672,3.3304,MB-M-EA,El amparo,0,6,320,26.008,2811,Bosque,Secundario
MB-M-EA_03,4121,Piedemonte,Meta,-73.673,3.3291,MB-M-EA,El amparo,0,6,320,26.008,2811,Bosque,Secundario
MB-M-EA_04,4121,Piedemonte,Meta,-73.6729,3.3277,MB-M-EA,El amparo,0,6,319,26.008,2811,Bosque,Secundario
MB-M-EA_05,4121,Piedemonte,Meta,-73.6701,3.3263,MB-M-EA,El amparo,0,6,315,26.008,2811,Bosque,Secundario
MB-M-EA_06,4121,Piedemonte,Meta,-73.6689,3.3272,MB-M-EA,El amparo,0,6,322,26.008,2811,Bosque,Secundario
MB-M-EPO1_01,259,Piedemonte,Meta,-73.8432,3.8274,MB-M-EPO1,El porvenir 1,0,17,747,23.492,4079,Bosque,Ripario
MB-M-EPO1_02,259,Piedemonte,Meta,-73.8427,3.8281,MB-M-EPO1,El porvenir 1,0,17,749,23.492,4079,Bosque,Secundario
MB-M-EPO1_03,259,Piedemonte,Meta,-73.842,3.8285,MB-M-EPO1,El porvenir 1,0,14,754,23.492,4079,Bosque,Secundario
MB-M-EPO1_03_(1),259,Piedemonte,Meta,-73.8417,3.8293,MB-M-EPO1,El porvenir 1,0,9,751,23.492,4079,Bosque,Secundario
MB-M-EPO1_04,259,Piedemonte,Meta,-73.8409,3.8286,MB-M-EPO1,El porvenir 1,0,17,757,23.858,4255,Bosque,Secundario
MB-M-EPO1_05,259,Piedemonte,Meta,-73.8416,3.8279,MB-M-EPO1,El porvenir 1,0,17,749,23.858,4255,Bosque,Secundario
MB-M-EPO1_06,259,Piedemonte,Meta,-73.8422,3.8278,MB-M-EPO1,El porvenir 1,0,17,749,23.492,4079,Bosque,Secundario
MB-M-LCA1_01,3958,Piedemonte,Meta,-73.7436,3.3829,MB-M-LCA1,Los cambulos 1,0,6,329,25.775,2705,Bosque,Secundario
MB-M-LCA1_02,3958,Piedemonte,Meta,-73.743,3.3821,MB-M-LCA1,Los cambulos 1,0,6,341,25.775,2705,Bosque,Secundario
MB-M-LCA1_03,3958,Piedemonte,Meta,-73.7425,3.3812,MB-M-LCA1,Los cambulos 1,0,6,357,25.775,2705,Bosque,Secundario
MB-M-LCA1_04,3958,Piedemonte,Meta,-73.7446,3.3827,MB-M-LCA1,Los cambulos 1,0,6,336,25.775,2705,Bosque,Secundario
MB-M-LCA1_05,3958,Piedemonte,Meta,-73.7445,3.3816,MB-M-LCA1,Los cambulos 1,0,6,365,25.775,2705,Bosque,Secundario
MB-M-LCA1_06,3958,Piedemonte,Meta,-73.744,3.3805,MB-M-LCA1,Los cambulos 1,0,6,366,25.775,2705,Bosque,Secundario
MB-M-LCR_01,1732,Piedemonte,Meta,-73.84,3.819,MB-M-LCR,La cristalina,0,18,619,24.167,4350,Bosque,Ripario
MB-M-LCR_02,1732,Piedemonte,Meta,-73.8407,3.8202,MB-M-LCR,La cristalina,0,11,639,24.167,4350,Bosque,Ripario
MB-M-LCR_03,1732,Piedemonte,Meta,-73.8414,3.8196,MB-M-LCR,La cristalina,0,18,632,24.167,4350,Bosque,Ripario
MB-M-LCR_04,1732,Piedemonte,Meta,-73.8409,3.8189,MB-M-LCR,La cristalina,0,18,628,24.167,4350,Bosque,Ripario
MB-M-LCR_05,1732,Piedemonte,Meta,-73.8418,3.82,MB-M-LCR,La cristalina,0,11,640,23.892,4386,Bosque,Secundario
MB-M-LCR_06,1732,Piedemonte,Meta,-73.8424,3.8213,MB-M-LCR,La cristalina,0,11,668,23.892,4386,Bosque,Secundario
MB-M-LCR_07,1732,Piedemonte,Meta,-73.8413,3.8207,MB-M-LCR,La cristalina,0,7,645,24.167,4350,Bosque,Ripario
MB-M-LCR_08,1732,Piedemonte,Meta,-73.8395,3.8181,MB-M-LCR,La cristalina,0,7,608,24.167,4350,Ssp,Arboles dispersos
MB-M-LCR_09,1732,Piedemonte,Meta,-73.8388,3.8204,MB-M-LCR,La cristalina,0,7,622,24.167,4350,Ssp,Cerca viva
MB-M-LH_01-A,1501,Piedemonte,Meta,-73.6006,3.2994,MB-M-LH,La herradura,15,6,276,26.1,2668,Bosque,Secundario
MB-M-LH_01-B,1501,Piedemonte,Meta,-73.6064,3.2958,MB-M-LH,La herradura,256,6,289,26.1,2668,Bosque,Secundario
MB-M-LH_02-A,1501,Piedemonte,Meta,-73.6022,3.299,MB-M-LH,La herradura,0,6,284,26.1,2668,Bosque,Secundario
MB-M-LH_02-B,1501,Piedemonte,Meta,-73.6075,3.2949,MB-M-LH,La herradura,413,6,295,26.1,2668,Bosque,Secundario
MB-M-LH_03-A,1501,Piedemonte,Meta,-73.6056,3.2985,MB-M-LH,La herradura,25,6,281,26.1,2668,Bosque,Secundario
MB-M-LH_03-B,1501,Piedemonte,Meta,-73.6085,3.2958,MB-M-LH,La herradura,256,6,296,26.075,2693,Bosque,Secundario
MB-M-LH_04-A,1501,Piedemonte,Meta,-73.6063,3.2998,MB-M-LH,La herradura,108,6,281,26.1,2668,Bosque,Secundario
MB-M-LH_04-B,1501,Piedemonte,Meta,-73.6098,3.296,MB-M-LH,La herradura,565,6,296,26.075,2693,Bosque,Secundario
MB-M-LH_05-A,1501,Piedemonte,Meta,-73.6055,3.301,MB-M-LH,La herradura,90,6,290,26.167,2678,Bosque,Secundario
MB-M-LH_05-B,1501,Piedemonte,Meta,-73.6097,3.2948,MB-M-LH,La herradura,617,6,306,26.075,2693,Bosque,Secundario
MB-M-LH_06-A,1501,Piedemonte,Meta,-73.6065,3.302,MB-M-LH,La herradura,244,6,301,26.167,2678,Bosque,Secundario
MB-M-LH_06-B,1501,Piedemonte,Meta,-73.6093,3.2936,MB-M-LH,La herradura,664,6,291,26.075,2693,Bosque,Secundario
MB-M-LP1_01,1518,Piedemonte,Meta,-73.8206,3.8228,MB-M-LP1,La pradera 1,0,15,544,24.642,3881,Bosque,Ripario
MB-M-LP1_02,1518,Piedemonte,Meta,-73.8208,3.824,MB-M-LP1,La pradera 1,0,15,552,24.642,3881,Bosque,Secundario
MB-M-LP1_03,1518,Piedemonte,Meta,-73.8216,3.8235,MB-M-LP1,La pradera 1,0,15,564,24.642,3881,Bosque,Ripario
MB-M-LP1_04,1518,Piedemonte,Meta,-73.8206,3.8252,MB-M-LP1,La pradera 1,0,15,560,24.45,4192,Bosque,Ripario
MB-M-LP1_05,1518,Piedemonte,Meta,-73.821,3.8261,MB-M-LP1,La pradera 1,18,15,578,24.45,4192,Bosque,Ripario
MB-M-LP1_06,1518,Piedemonte,Meta,-73.822,3.8266,MB-M-LP1,La pradera 1,47,15,580,24.45,4192,Bosque,Ripario
MB-Q-ECOR_01,350,Cafetera,Quindio,-75.5615,4.6493,MB-Q-ECOR,El cortijo,0,15,1891,17.358,2051,Bosque,Ripario
MB-Q-ECOR_02,350,Cafetera,Quindio,-75.5617,4.65,MB-Q-ECOR,El cortijo,0,15,1895,17.358,2051,Bosque,Secundario
MB-Q-ECOR_03,350,Cafetera,Quindio,-75.5602,4.6509,MB-Q-ECOR,El cortijo,0,15,1951,16.717,2242,Bosque,Ripario
MB-Q-ECOR_04,350,Cafetera,Quindio,-75.5597,4.6518,MB-Q-ECOR,El cortijo,0,15,1943,16.717,2242,Bosque,Ripario
MB-Q-ECOR_05,350,Cafetera,Quindio,-75.5612,4.6505,MB-Q-ECOR,El cortijo,0,15,1937,16.717,2242,Bosque,Secundario
MB-Q-ECOR_06,350,Cafetera,Quindio,-75.5612,4.6499,MB-Q-ECOR,El cortijo,0,15,1891,17.358,2051,Bosque,Secundario
MB-Q-EC_01,731,Cafetera,Quindio,-75.5475,4.6357,MB-Q-EC,El cairo,466,8,2072,16.617,1888,Bosque,Secundario
MB-Q-EC_02,731,Cafetera,Quindio,-75.5481,4.6355,MB-Q-EC,El cairo,505,8,2084,16.617,1888,Bosque,Secundario
MB-Q-EC_03,731,Cafetera,Quindio,-75.5489,4.6353,MB-Q-EC,El cairo,578,8,2075,16.617,1888,Bosque,Secundario
MB-Q-EC_04,731,Cafetera,Quindio,-75.5486,4.6366,MB-Q-EC,El cairo,438,8,2052,16.617,1888,Bosque,Secundario
MB-Q-EC_05,731,Cafetera,Quindio,-75.5483,4.6343,MB-Q-EC,El cairo,626,8,2097,16.617,1888,Bosque,Secundario
MB-Q-EC_06,731,Cafetera,Quindio,-75.5471,4.6346,MB-Q-EC,El cairo,552,8,2107,16.617,1888,Bosque,Secundario
MB-Q-EC_07,731,Cafetera,Quindio,-75.5471,4.6379,MB-Q-EC,El cairo,225,3,2014,16.617,1888,Bosque,Secundario
MB-Q-EC_08,731,Cafetera,Quindio,-75.5483,4.6386,MB-Q-EC,El cairo,233,3,1979,16.617,1888,Bosque,Secundario
MB-Q-EC_09,731,Cafetera,Quindio,-75.5496,4.6384,MB-Q-EC,El cairo,355,3,1952,16.617,1888,Bosque,Secundario
MB-Q-EC_10,731,Cafetera,Quindio,-75.5503,4.6372,MB-Q-EC,El cairo,499,3,1992,16.767,2033,Bosque,Secundario
MB-Q-EC_11,731,Cafetera,Quindio,-75.5499,4.636,MB-Q-EC,El cairo,566,3,2018,16.617,1888,Bosque,Secundario
MB-Q-EC_12,731,Cafetera,Quindio,-75.5494,4.6347,MB-Q-EC,El cairo,663,3,2089,16.617,1888,Bosque,Secundario
MB-Q-JB_01,855,Cafetera,Quindio,-75.4839,4.6369,MB-Q-JB,Juan b,0,3,2383,14.167,1834,Bosque,Ripario
MB-Q-JB_02,855,Cafetera,Quindio,-75.4835,4.6355,MB-Q-JB,Juan b,0,3,2408,14.167,1834,Ssp,Cerca viva
MB-Q-JB_03,855,Cafetera,Quindio,-75.4826,4.6344,MB-Q-JB,Juan b,0,3,2422,13.383,1799,Ssp,Arboles dispersos
MB-Q-JB_04,855,Cafetera,Quindio,-75.4846,4.6348,MB-Q-JB,Juan b,0,3,2425,14.167,1834,Ssp,Cerca viva
MB-Q-JB_05,855,Cafetera,Quindio,-75.4853,4.6338,MB-Q-JB,Juan b,0,3,2427,14.167,1834,Bosque,Ripario
MB-Q-JB_06,855,Cafetera,Quindio,-75.4859,4.6346,MB-Q-JB,Juan b,0,3,2392,14.167,1834,Ssp,Arboles dispersos
MB-Q-LA_01,899,Cafetera,Quindio,-75.5021,4.6318,MB-Q-LA,Los arboles,283,8,2234,14.733,1867,Bosque,Secundario
MB-Q-LA_02,899,Cafetera,Quindio,-75.5031,4.6318,MB-Q-LA,Los arboles,188,8,2228,14.733,1867,Bosque,Secundario
MB-Q-LA_03,899,Cafetera,Quindio,-75.5042,4.6319,MB-Q-LA,Los arboles,95,8,2211,14.733,1867,Bosque,Secundario
MB-Q-LA_04,899,Cafetera,Quindio,-75.5053,4.6316,MB-Q-LA,Los arboles,0,8,2228,14.733,1867,Bosque,Secundario
MB-Q-LA_05,899,Cafetera,Quindio,-75.5065,4.6311,MB-Q-LA,Los arboles,0,8,2219,14.733,1867,Bosque,Secundario
MB-Q-LA_06,899,Cafetera,Quindio,-75.507,4.6304,MB-Q-LA,Los arboles,0,8,2234,14.733,1867,Bosque,Secundario
MB-Q-LCA_01,2229,Cafetera,Quindio,-75.5083,4.6398,MB-Q-LCA,La carelia,0,15,2223,14.758,1807,Bosque,Ripario
MB-Q-LCA_02,2229,Cafetera,Quindio,-75.5075,4.6392,MB-Q-LCA,La carelia,0,15,2249,14.758,1807,Bosque,Secundario
MB-Q-LCA_03,2229,Cafetera,Quindio,-75.5065,4.6383,MB-Q-LCA,La carelia,0,12,2229,14.758,1807,Bosque,Secundario
MB-Q-LCA_04,2229,Cafetera,Quindio,-75.5054,4.6394,MB-Q-LCA,La carelia,74,8,2308,14.758,1807,Bosque,Secundario
MB-Q-LCA_05,2229,Cafetera,Quindio,-75.5055,4.6404,MB-Q-LCA,La carelia,107,8,2361,14.758,1807,Bosque,Secundario
MB-Q-LCA_06,2229,Cafetera,Quindio,-75.5064,4.6408,MB-Q-LCA,La carelia,61,8,2320,14.758,1807,Bosque,Secundario
MB-Q-LCA_07,2229,Cafetera,Quindio,-75.5072,4.6398,MB-Q-LCA,La carelia,0,5,2249,14.758,1807,Bosque,Secundario
MB-Q-LCA_08,2229,Cafetera,Quindio,-75.5072,4.6409,MB-Q-LCA,La carelia,0,5,2318,14.758,1807,Bosque,Secundario
MB-Q-LCA_09,2229,Cafetera,Quindio,-75.5072,4.642,MB-Q-LCA,La carelia,8,5,2386,12.942,1729,Bosque,Ripario
MB-Q-PORT_01,1629,Cafetera,Quindio,-75.5322,4.6407,MB-Q-PORT,Portugal,0,15,2041,16.117,1959,Bosque,Ripario
MB-Q-PORT_02,1629,Cafetera,Quindio,-75.5314,4.6409,MB-Q-PORT,Portugal,0,15,2089,16.117,1959,Bosque,Ripario
MB-Q-PORT_03,1629,Cafetera,Quindio,-75.5307,4.6407,MB-Q-PORT,Portugal,0,15,2077,16.117,1959,Bosque,Secundario
MB-Q-PORT_04,1629,Cafetera,Quindio,-75.5301,4.6412,MB-Q-PORT,Portugal,0,15,2117,16.117,1959,Bosque,Secundario
MB-Q-PORT_05,1629,Cafetera,Quindio,-75.5298,4.6423,MB-Q-PORT,Portugal,0,15,2159,15.75,2093,Bosque,Secundario
MB-Q-PORT_06,1629,Cafetera,Quindio,-75.5303,4.6426,MB-Q-PORT,Portugal,0,15,2167,15.75,2093,Bosque,Secundario
MB-S-EDE_01,237,Cordillera oriental,Santander,-73.0406,6.1123,MB-S-EDE,El desengaño,0,4,2176,15.467,1339,Bosque,Secundario
MB-S-EDE_02,330,Cordillera oriental,Santander,-73.0399,6.1128,MB-S-EDE,El desengaño,0,4,2137,15.467,1339,Bosque,Secundario
MB-S-EDE_03,330,Cordillera oriental,Santander,-73.0396,6.1137,MB-S-EDE,El desengaño,0,4,2163,15.467,1339,Bosque,Secundario
MB-S-EDE_04,330,Cordillera oriental,Santander,-73.0392,6.114,MB-S-EDE,El desengaño,0,4,2163,15.467,1339,Bosque,Secundario
MB-S-EDE_05,330,Cordillera oriental,Santander,-73.0387,6.1141,MB-S-EDE,El desengaño,0,4,2170,15.467,1339,Bosque,Secundario
MB-S-EDE_06,330,Cordillera oriental,Santander,-73.0382,6.1142,MB-S-EDE,El desengaño,0,4,2214,15.467,1339,Bosque,Secundario
MB-S-LN_01,452,Cordillera oriental,Santander,-73.0529,6.1107,MB-S-LN,Los nogales,0,4,2110,16.475,1415,Bosque,Secundario
MB-S-LN_02,452,Cordillera oriental,Santander,-73.0534,6.1104,MB-S-LN,Los nogales,0,4,2119,16.475,1415,Bosque,Secundario
MB-S-LN_03,452,Cordillera oriental,Santander,-73.0535,6.1098,MB-S-LN,Los nogales,0,4,2138,16.475,1415,Bosque,Secundario
MB-S-LN_04,452,Cordillera oriental,Santander,-73.0536,6.1092,MB-S-LN,Los nogales,0,4,2138,16.475,1415,Bosque,Secundario
MB-S-LN_05,452,Cordillera oriental,Santander,-73.053,6.1091,MB-S-LN,Los nogales,0,4,2189,16.475,1415,Bosque,Secundario
MB-S-LN_06,452,Cordillera oriental,Santander,-73.0523,6.1086,MB-S-LN,Los nogales,0,4,2200,16.475,1415,Bosque,Secundario
MB-S-MF_01,197,Cordillera oriental,Santander,-73.0494,6.1115,MB-S-MF,Martina florez,313,4,2139,16.008,1401,Bosque,Secundario
MB-S-MF_02,197,Cordillera oriental,Santander,-73.049,6.1109,MB-S-MF,Martina florez,242,4,2136,16.008,1401,Bosque,Secundario
MB-S-MF_03,197,Cordillera oriental,Santander,-73.049,6.1104,MB-S-MF,Martina florez,192,4,2167,16.008,1401,Bosque,Secundario
MB-S-MF_04,197,Cordillera oriental,Santander,-73.0484,6.1102,MB-S-MF,Martina florez,148,4,2167,16.008,1401,Bosque,Secundario
MB-S-MF_05,197,Cordillera oriental,Santander,-73.0482,6.1098,MB-S-MF,Martina florez,97,4,2207,16.008,1401,Bosque,Secundario
MB-S-MF_06,197,Cordillera oriental,Santander,-73.0478,6.1092,MB-S-MF,Martina florez,17,4,2207,16.008,1401,Bosque,Secundario
MB-S-MF_07,197,Cordillera oriental,Santander,-73.0474,6.1088,MB-S-MF,Martina florez,0,4,2257,16.008,1401,Bosque,Secundario
MB-S-MF_08,197,Cordillera oriental,Santander,-73.0472,6.1079,MB-S-MF,Martina florez,0,4,2287,14.683,1192,Bosque,Secundario
MB-S-MF_09,197,Cordillera oriental,Santander,-73.0471,6.1075,MB-S-MF,Martina florez,0,4,2307,14.683,1192,Bosque,Secundario
MB-S-MF_10,197,Cordillera oriental,Santander,-73.0465,6.1068,MB-S-MF,Martina florez,0,4,2329,14.683,1192,Bosque,Secundario
MB-S-MF_11,197,Cordillera oriental,Santander,-73.0463,6.1074,MB-S-MF,Martina florez,10,4,2329,14.683,1192,Bosque,Secundario
MB-S-MF_12,197,Cordillera oriental,Santander,-73.0466,6.1079,MB-S-MF,Martina florez,0,4,2304,14.683,1192,Bosque,Secundario
MB-R-OQ_01,NA,Cafetera,Risaralda,-75.5639,4.7192,MB-R-OQ,"Vereda la suiza, corregimiento de la florida",NA,3,1960,16.633,2052,Bosque,Maduro
MB-R-OQ_02,NA,Cafetera,Risaralda,-75.5669,4.723,MB-R-OQ,"Vereda la suiza, corregimiento de la florida",NA,3,1925,16.567,2005,Bosque,Maduro
MB-R-OQ_03,NA,Cafetera,Risaralda,-75.5575,4.7146,MB-R-OQ,"Vereda la suiza, corregimiento de la florida",NA,3,2023,16.283,1908,Bosque,Maduro
MB-R-OQ_04,NA,Cafetera,Risaralda,-75.5419,4.7088,MB-R-OQ,"Vereda la suiza, corregimiento de la florida",NA,3,2063,15.933,1862,Bosque,Maduro
MB-R-OQ_05,NA,Cafetera,Risaralda,-75.5392,4.705,MB-R-OQ,"Vereda la suiza, corregimiento de la florida",NA,3,2188,15.6,2095,Bosque,Maduro
MB-R-OQ_06,NA,Cafetera,Risaralda,-75.5334,4.7008,MB-R-OQ,"Vereda la suiza, corregimiento de la florida",NA,3,2123,15.6,2095,Bosque,Maduro
MB-R-OQ_07,NA,Cafetera,Risaralda,-75.5311,4.6999,MB-R-OQ,"Vereda la suiza, corregimiento de la florida",NA,3,2139,14.7,1957,Bosque,Maduro
MB-R-OQ_08,NA,Cafetera,Risaralda,-75.5287,4.6996,MB-R-OQ,"Vereda la suiza, corregimiento de la florida",NA,3,2148,14.7,1957,Bosque,Maduro
MB-R-OQ_09,NA,Cafetera,Risaralda,-75.5268,4.699,MB-R-OQ,"Vereda la suiza, corregimiento de la florida",NA,3,2166,14.7,1957,Bosque,Maduro
MB-VC-EH_05,Ref_El hatico,Cafetera,Valle del cauca,-76.3142,3.6411,MB-VC-EH,El hatico,NA,4,1009,23.342,1458,Ssp,Arboles dispersos
MB-VC-EH_06,Ref_El hatico,Cafetera,Valle del cauca,-76.3152,3.6428,MB-VC-EH,El hatico,NA,3,1003,23.333,1406,Ssp,Cerca viva
MB-VC-EH_07,Ref_El hatico,Cafetera,Valle del cauca,-76.3196,3.6431,MB-VC-EH,El hatico,NA,3,997,23.35,1466,Ssp,Intensivo
MB-VC-EH_08,Ref_El hatico,Cafetera,Valle del cauca,-76.3228,3.6448,MB-VC-EH,El hatico,NA,3,996,23.35,1466,Ssp,Arboles dispersos
