Id_survey,Id_survey_no_dc,Institution_name,Uniq_db,Id_group,Date,Year_grp,Year,Month,Day,Julian_day,Pc_start,Pc_duration,N_samp_periods,N_reps,Rep_year_grp,Season,Rep_season,Spp_obs,Noise,Weather,Cows_50m,Registered_by,Sampling_day,Canopy_cover,Canopy_height_m
G-AD-M-LP_11,AD-M-LP_11,Gaica,Gaica distancia,G-AD-M-LP,2019-09-27,19,2019,9,27,270,17:44:00,00:10:00,1,5,1,Early,1,1,,Nublado,,"Robert Rodriguez, Daniela Parra",4,25.47985257985272,14.4
G-AD-M-LP_11,AD-M-LP_11,Gaica,Gaica distancia,G-AD-M-LP,2019-09-28,19,2019,9,28,271,09:00:00,00:10:00,1,5,2,Early,2,1,,Despejado,,"Robert Rodriguez, Daniela Parra",5,25.47985257985272,14.4
G-AD-M-LP_11,AD-M-LP_11,Gaica,Gaica distancia,G-AD-M-LP,2019-09-28,19,2019,9,28,271,15:49:00,00:10:00,1,5,3,Early,3,0,,,,,5,25.47985257985272,14.4
G-AD-M-LP_11,AD-M-LP_11,Gaica,Gaica distancia,G-AD-M-LP,2019-09-29,19,2019,9,29,272,08:05:00,00:10:00,1,5,4,Early,4,1,,Llovizna,,"Robert Rodriguez, Daniela Parra",6,25.47985257985272,14.4
G-AD-M-LP_11,AD-M-LP_11,Gaica,Gaica distancia,G-AD-M-LP,2019-09-29,19,2019,9,29,272,15:20:00,00:10:00,1,5,5,Early,5,1,,Despejado,,"Robert Rodriguez, Daniela Parra",6,25.47985257985272,14.4
G-AD-M-SM_01,AD-M-SM_01,Gaica,Gaica distancia,G-AD-M-SM,2019-10-04,19,2019,10,4,277,17:43:00,00:10:00,1,5,1,Early,1,1,,Despejado,,"Robert Rodriguez, Daniela Parra",11,9.244117647059069,9.4
G-AD-M-SM_01,AD-M-SM_01,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,06:14:00,00:10:00,1,5,2,Early,2,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,9.244117647059069,9.4
G-AD-M-SM_01,AD-M-SM_01,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,15:12:00,00:10:00,1,5,3,Early,3,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,9.244117647059069,9.4
G-AD-M-SM_01,AD-M-SM_01,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,08:00:00,00:10:00,1,5,4,Early,4,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,9.244117647059069,9.4
G-AD-M-SM_01,AD-M-SM_01,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,17:40:00,00:10:00,1,5,5,Early,5,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,9.244117647059069,9.4
G-AD-M-SM_02,AD-M-SM_02,Gaica,Gaica distancia,G-AD-M-SM,2019-10-04,19,2019,10,4,277,17:29:00,00:10:00,1,5,1,Early,1,1,,Despejado,,"Robert Rodriguez, Daniela Parra",11,9.251104565537664,8.3
G-AD-M-SM_02,AD-M-SM_02,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,06:29:00,00:10:00,1,5,2,Early,2,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,9.251104565537664,8.3
G-AD-M-SM_02,AD-M-SM_02,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,15:28:00,00:10:00,1,5,3,Early,3,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,9.251104565537664,8.3
G-AD-M-SM_02,AD-M-SM_02,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,07:46:00,00:10:00,1,5,4,Early,4,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,9.251104565537664,8.3
G-AD-M-SM_02,AD-M-SM_02,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,17:26:00,00:10:00,1,5,5,Early,5,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,9.251104565537664,8.3
G-AD-M-SM_03,AD-M-SM_03,Gaica,Gaica distancia,G-AD-M-SM,2019-10-04,19,2019,10,4,277,17:14:00,00:10:00,1,5,1,Early,1,1,,Despejado,,"Robert Rodriguez, Daniela Parra",11,8.029195289499505,0
G-AD-M-SM_03,AD-M-SM_03,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,06:48:00,00:10:00,1,5,2,Early,2,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,8.029195289499505,0
G-AD-M-SM_03,AD-M-SM_03,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,15:50:00,00:10:00,1,5,3,Early,3,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,8.029195289499505,0
G-AD-M-SM_03,AD-M-SM_03,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,07:33:00,00:10:00,1,5,4,Early,4,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,8.029195289499505,0
G-AD-M-SM_03,AD-M-SM_03,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,17:11:00,00:10:00,1,5,5,Early,5,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,8.029195289499505,0
G-AD-M-SM_04,AD-M-SM_04,Gaica,Gaica distancia,G-AD-M-SM,2019-10-04,19,2019,10,4,277,17:01:00,00:10:00,1,5,1,Early,1,1,,Despejado,,"Robert Rodriguez, Daniela Parra",11,7.730372914622118,0
G-AD-M-SM_04,AD-M-SM_04,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,07:01:00,00:10:00,1,5,2,Early,2,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,7.730372914622118,0
G-AD-M-SM_04,AD-M-SM_04,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,16:12:00,00:10:00,1,5,3,Early,3,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,7.730372914622118,0
G-AD-M-SM_04,AD-M-SM_04,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,07:17:00,00:10:00,1,5,4,Early,4,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,7.730372914622118,0
G-AD-M-SM_04,AD-M-SM_04,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,16:53:00,00:10:00,1,5,5,Early,5,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,7.730372914622118,0
G-AD-M-SM_05,AD-M-SM_05,Gaica,Gaica distancia,G-AD-M-SM,2019-10-04,19,2019,10,4,277,16:45:00,00:10:00,1,5,1,Early,1,1,,Despejado,,"Robert Rodriguez, Daniela Parra",11,7.496319921491614,2
G-AD-M-SM_05,AD-M-SM_05,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,07:19:00,00:10:00,1,5,2,Early,2,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,7.496319921491614,2
G-AD-M-SM_05,AD-M-SM_05,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,16:27:00,00:10:00,1,5,3,Early,3,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,7.496319921491614,2
G-AD-M-SM_05,AD-M-SM_05,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,07:04:00,00:10:00,1,5,4,Early,4,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,7.496319921491614,2
G-AD-M-SM_05,AD-M-SM_05,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,16:39:00,00:10:00,1,5,5,Early,5,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,7.496319921491614,2
G-AD-M-SM_06,AD-M-SM_06,Gaica,Gaica distancia,G-AD-M-SM,2019-10-04,19,2019,10,4,277,16:25:00,00:10:00,1,5,1,Early,1,1,,Despejado,,"Robert Rodriguez, Daniela Parra",11,8.054585689697417,0
G-AD-M-SM_06,AD-M-SM_06,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,07:31:00,00:10:00,1,5,2,Early,2,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,8.054585689697417,0
G-AD-M-SM_06,AD-M-SM_06,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,16:35:00,00:10:00,1,5,3,Early,3,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,8.054585689697417,0
G-AD-M-SM_06,AD-M-SM_06,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,06:48:00,00:10:00,1,5,4,Early,4,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,8.054585689697417,0
G-AD-M-SM_06,AD-M-SM_06,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,16:26:00,00:10:00,1,5,5,Early,5,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,8.054585689697417,0
G-AD-M-SM_07,AD-M-SM_07,Gaica,Gaica distancia,G-AD-M-SM,2019-10-04,19,2019,10,4,277,16:15:00,00:10:00,1,5,1,Early,1,1,,Despejado,,"Robert Rodriguez, Daniela Parra",11,8.794406280667324,12.7
G-AD-M-SM_07,AD-M-SM_07,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,07:43:00,00:10:00,1,5,2,Early,2,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,8.794406280667324,12.7
G-AD-M-SM_07,AD-M-SM_07,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,16:49:00,00:10:00,1,5,3,Early,3,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,8.794406280667324,12.7
G-AD-M-SM_07,AD-M-SM_07,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,06:33:00,00:10:00,1,5,4,Early,4,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,8.794406280667324,12.7
G-AD-M-SM_07,AD-M-SM_07,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,16:18:00,00:10:00,1,5,5,Early,5,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,8.794406280667324,12.7
G-AD-M-SM_08,AD-M-SM_08,Gaica,Gaica distancia,G-AD-M-SM,2019-10-04,19,2019,10,4,277,15:58:00,00:10:00,1,5,1,Early,1,1,,Despejado,,"Robert Rodriguez, Daniela Parra",11,9.0314728300961,10
G-AD-M-SM_08,AD-M-SM_08,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,07:59:00,00:10:00,1,5,2,Early,2,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,9.0314728300961,10
G-AD-M-SM_08,AD-M-SM_08,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,17:13:00,00:10:00,1,5,3,Early,3,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,9.0314728300961,10
G-AD-M-SM_08,AD-M-SM_08,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,06:20:00,00:10:00,1,5,4,Early,4,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,9.0314728300961,10
G-AD-M-SM_08,AD-M-SM_08,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,16:06:00,00:10:00,1,5,5,Early,5,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,9.0314728300961,10
G-AD-M-SM_09,AD-M-SM_09,Gaica,Gaica distancia,G-AD-M-SM,2019-10-04,19,2019,10,4,277,16:34:18,00:10:00,1,5,1,Early,1,0,,,,,11,9.36428395971505,10.4
G-AD-M-SM_09,AD-M-SM_09,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,07:25:24,00:10:00,1,5,3,Early,2,0,,,,,12,9.36428395971505,10.4
G-AD-M-SM_09,AD-M-SM_09,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,17:19:00,00:10:00,1,5,2,Early,3,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,9.36428395971505,10.4
G-AD-M-SM_09,AD-M-SM_09,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,06:06:00,00:10:00,1,5,4,Early,4,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,9.36428395971505,10.4
G-AD-M-SM_09,AD-M-SM_09,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,15:54:00,00:10:00,1,5,5,Early,5,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,9.36428395971505,10.4
G-AD-M-SM_10,AD-M-SM_10,Gaica,Gaica distancia,G-AD-M-SM,2019-10-04,19,2019,10,4,277,15:38:00,00:10:00,1,5,1,Early,1,1,,Despejado,,"Robert Rodriguez, Daniela Parra",11,9.55451866404698,9.4
G-AD-M-SM_10,AD-M-SM_10,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,08:32:00,00:10:00,1,5,2,Early,2,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,9.55451866404698,9.4
G-AD-M-SM_10,AD-M-SM_10,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,17:30:00,00:10:00,1,5,3,Early,3,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,9.55451866404698,9.4
G-AD-M-SM_10,AD-M-SM_10,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,05:54:00,00:10:00,1,5,4,Early,4,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,9.55451866404698,9.4
G-AD-M-SM_10,AD-M-SM_10,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,16:35:30,00:10:00,1,5,5,Early,5,0,,,,,13,9.55451866404698,9.4
G-AD-M-SM_11,AD-M-SM_11,Gaica,Gaica distancia,G-AD-M-SM,2019-10-04,19,2019,10,4,277,15:15:00,00:10:00,1,5,1,Early,1,1,,Despejado,,"Robert Rodriguez, Daniela Parra",11,9.555473735886064,9.5
G-AD-M-SM_11,AD-M-SM_11,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,08:38:00,00:10:00,1,5,2,Early,2,1,,Despejado,,"Robert Rodriguez, Daniela Parra",12,9.555473735886064,9.5
G-AD-M-SM_11,AD-M-SM_11,Gaica,Gaica distancia,G-AD-M-SM,2019-10-05,19,2019,10,5,278,16:27:30,00:10:00,1,5,3,Early,3,0,,,,,12,9.555473735886064,9.5
G-AD-M-SM_11,AD-M-SM_11,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,05:42:00,00:10:00,1,5,4,Early,4,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,9.555473735886064,9.5
G-AD-M-SM_11,AD-M-SM_11,Gaica,Gaica distancia,G-AD-M-SM,2019-10-06,19,2019,10,6,279,15:22:00,00:10:00,1,5,5,Early,5,1,,Despejado,,"Robert Rodriguez, Daniela Parra",13,9.555473735886064,9.5
G-MB-A-CL_01,MB-A-CL_01,Gaica,Gaica mbd,G-MB-A-CL,2013-06-28,13-14,2013,6,28,179,07:30:00,00:10:00,2,11,1,Early,1,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",36,49.520782986949975,10.2
G-MB-A-CL_01,MB-A-CL_01,Gaica,Gaica mbd,G-MB-A-CL,2013-06-29,13-14,2013,6,29,180,06:00:00,00:10:00,2,11,2,Early,2,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",37,49.520782986949975,10.2
G-MB-A-CL_01,MB-A-CL_01,Gaica,Gaica mbd,G-MB-A-CL,2013-06-30,13-14,2013,6,30,181,06:00:00,00:10:00,2,11,3,Early,3,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",38,49.520782986949975,10.2
G-MB-A-CL_01,MB-A-CL_01,Gaica,Gaica mbd,G-MB-A-CL,2013-07-01,13-14,2013,7,1,182,06:18:00,00:10:00,2,11,4,Early,4,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",39,49.520782986949975,10.2
G-MB-A-CL_01,MB-A-CL_01,Gaica,Gaica mbd,G-MB-A-CL,2013-10-18,13-14,2013,10,18,291,08:05:00,00:10:00,2,11,5,Late,1,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",67,49.520782986949975,10.2
G-MB-A-CL_01,MB-A-CL_01,Gaica,Gaica mbd,G-MB-A-CL,2013-10-19,13-14,2013,10,19,292,06:05:00,00:10:00,2,11,6,Late,2,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",68,49.520782986949975,10.2
G-MB-A-CL_01,MB-A-CL_01,Gaica,Gaica mbd,G-MB-A-CL,2013-10-20,13-14,2013,10,20,293,06:06:00,00:10:00,2,11,7,Late,3,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",69,49.520782986949975,10.2
G-MB-A-CL_01,MB-A-CL_01,Gaica,Gaica mbd,G-MB-A-CL,2013-10-21,13-14,2013,10,21,294,08:20:00,00:10:00,2,11,8,Late,4,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",70,49.520782986949975,10.2
G-MB-A-CL_01,MB-A-CL_01,Gaica,Gaica mbd,G-MB-A-CL,2016-11-10,16-17,2016,11,10,315,06:00:00,00:10:00,2,11,1,Early,1,1,,,,"Yuri Rosero-Mora, Robert Rodriguez",55,52.54857419042997,10.2
G-MB-A-CL_01,MB-A-CL_01,Gaica,Gaica mbd,G-MB-A-CL,2016-11-11,16-17,2016,11,11,316,06:00:00,00:10:00,2,11,2,Early,2,1,,,,"Yuri Rosero-Mora, Robert Rodriguez",56,52.54857419042997,10.2
G-MB-A-CL_01,MB-A-CL_01,Gaica,Gaica mbd,G-MB-A-CL,2016-11-12,16-17,2016,11,12,317,06:05:00,00:10:00,2,11,3,Early,3,1,,,,"Yuri Rosero-Mora, Robert Rodriguez",57,52.54857419042997,10.2
G-MB-A-CL_02,MB-A-CL_02,Gaica,Gaica mbd,G-MB-A-CL,2013-06-28,13-14,2013,6,28,179,07:53:00,00:10:00,2,11,1,Early,1,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",36,46.372188633614925,15.3
G-MB-A-CL_02,MB-A-CL_02,Gaica,Gaica mbd,G-MB-A-CL,2013-06-29,13-14,2013,6,29,180,06:20:00,00:10:00,2,11,2,Early,2,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",37,46.372188633614925,15.3
G-MB-A-CL_02,MB-A-CL_02,Gaica,Gaica mbd,G-MB-A-CL,2013-06-30,13-14,2013,6,30,181,06:31:00,00:10:00,2,11,3,Early,3,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",38,46.372188633614925,15.3
G-MB-A-CL_02,MB-A-CL_02,Gaica,Gaica mbd,G-MB-A-CL,2013-07-01,13-14,2013,7,1,182,08:30:00,00:10:00,2,11,4,Early,4,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",39,46.372188633614925,15.3
G-MB-A-CL_02,MB-A-CL_02,Gaica,Gaica mbd,G-MB-A-CL,2013-10-18,13-14,2013,10,18,291,08:30:00,00:10:00,2,11,5,Late,1,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",67,46.372188633614925,15.3
G-MB-A-CL_02,MB-A-CL_02,Gaica,Gaica mbd,G-MB-A-CL,2013-10-19,13-14,2013,10,19,292,06:30:00,00:10:00,2,11,6,Late,2,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",68,46.372188633614925,15.3
G-MB-A-CL_02,MB-A-CL_02,Gaica,Gaica mbd,G-MB-A-CL,2013-10-20,13-14,2013,10,20,293,06:30:00,00:10:00,2,11,7,Late,3,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",69,46.372188633614925,15.3
G-MB-A-CL_02,MB-A-CL_02,Gaica,Gaica mbd,G-MB-A-CL,2013-10-21,13-14,2013,10,21,294,06:18:00,00:10:00,2,11,8,Late,4,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",70,46.372188633614925,15.3
G-MB-A-CL_02,MB-A-CL_02,Gaica,Gaica mbd,G-MB-A-CL,2016-11-10,16-17,2016,11,10,315,06:25:00,00:10:00,2,11,1,Early,1,1,,,,"Yuri Rosero-Mora, Robert Rodriguez",55,49.06094316807692,15.3
G-MB-A-CL_02,MB-A-CL_02,Gaica,Gaica mbd,G-MB-A-CL,2016-11-11,16-17,2016,11,11,316,06:25:00,00:10:00,2,11,2,Early,2,0,,,,"Yuri Rosero-Mora, Robert Rodriguez",56,49.06094316807692,15.3
G-MB-A-CL_02,MB-A-CL_02,Gaica,Gaica mbd,G-MB-A-CL,2016-11-12,16-17,2016,11,12,317,06:20:00,00:10:00,2,11,3,Early,3,1,,,,"Yuri Rosero-Mora, Robert Rodriguez",57,49.06094316807692,15.3
G-MB-A-CL_03,MB-A-CL_03,Gaica,Gaica mbd,G-MB-A-CL,2013-06-28,13-14,2013,6,28,179,08:15:00,00:10:00,2,11,1,Early,1,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",36,44.01183289060592,11.7
G-MB-A-CL_03,MB-A-CL_03,Gaica,Gaica mbd,G-MB-A-CL,2013-06-29,13-14,2013,6,29,180,06:47:00,00:10:00,2,11,2,Early,2,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",37,44.01183289060592,11.7
G-MB-A-CL_03,MB-A-CL_03,Gaica,Gaica mbd,G-MB-A-CL,2013-06-30,13-14,2013,6,30,181,07:00:00,00:10:00,2,11,3,Early,3,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",38,44.01183289060592,11.7
G-MB-A-CL_03,MB-A-CL_03,Gaica,Gaica mbd,G-MB-A-CL,2013-07-01,13-14,2013,7,1,182,08:10:00,00:10:00,2,11,4,Early,4,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",39,44.01183289060592,11.7
G-MB-A-CL_03,MB-A-CL_03,Gaica,Gaica mbd,G-MB-A-CL,2013-10-18,13-14,2013,10,18,291,08:50:00,00:10:00,2,11,5,Late,1,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",67,44.01183289060592,11.7
G-MB-A-CL_03,MB-A-CL_03,Gaica,Gaica mbd,G-MB-A-CL,2013-10-19,13-14,2013,10,19,292,06:54:00,00:10:00,2,11,6,Late,2,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",68,44.01183289060592,11.7
G-MB-A-CL_03,MB-A-CL_03,Gaica,Gaica mbd,G-MB-A-CL,2013-10-20,13-14,2013,10,20,293,06:52:00,00:10:00,2,11,7,Late,3,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",69,44.01183289060592,11.7
G-MB-A-CL_03,MB-A-CL_03,Gaica,Gaica mbd,G-MB-A-CL,2013-10-21,13-14,2013,10,21,294,06:35:00,00:10:00,2,11,8,Late,4,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",70,44.01183289060592,11.7
G-MB-A-CL_03,MB-A-CL_03,Gaica,Gaica mbd,G-MB-A-CL,2016-11-10,16-17,2016,11,10,315,06:45:00,00:10:00,2,11,1,Early,1,1,,,,"Yuri Rosero-Mora, Robert Rodriguez",55,46.42984786283541,11.7
G-MB-A-CL_03,MB-A-CL_03,Gaica,Gaica mbd,G-MB-A-CL,2016-11-11,16-17,2016,11,11,316,06:45:00,00:10:00,2,11,2,Early,2,1,,,,"Yuri Rosero-Mora, Robert Rodriguez",56,46.42984786283541,11.7
G-MB-A-CL_03,MB-A-CL_03,Gaica,Gaica mbd,G-MB-A-CL,2016-11-12,16-17,2016,11,12,317,06:35:00,00:10:00,2,11,3,Early,3,1,,,,"Yuri Rosero-Mora, Robert Rodriguez",57,46.42984786283541,11.7
G-MB-A-CL_04,MB-A-CL_04,Gaica,Gaica mbd,G-MB-A-CL,2013-06-28,13-14,2013,6,28,179,08:53:00,00:10:00,2,11,1,Early,1,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",36,42.92629289511882,13.9
G-MB-A-CL_04,MB-A-CL_04,Gaica,Gaica mbd,G-MB-A-CL,2013-06-29,13-14,2013,6,29,180,09:45:00,00:10:00,2,11,2,Early,2,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",37,42.92629289511882,13.9
G-MB-A-CL_04,MB-A-CL_04,Gaica,Gaica mbd,G-MB-A-CL,2013-06-30,13-14,2013,6,30,181,07:25:00,00:10:00,2,11,3,Early,3,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",38,42.92629289511882,13.9
G-MB-A-CL_04,MB-A-CL_04,Gaica,Gaica mbd,G-MB-A-CL,2013-07-01,13-14,2013,7,1,182,07:40:00,00:10:00,2,11,4,Early,4,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",39,42.92629289511882,13.9
G-MB-A-CL_04,MB-A-CL_04,Gaica,Gaica mbd,G-MB-A-CL,2013-10-18,13-14,2013,10,18,291,09:20:00,00:10:00,2,11,5,Late,1,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",67,42.92629289511882,13.9
G-MB-A-CL_04,MB-A-CL_04,Gaica,Gaica mbd,G-MB-A-CL,2013-10-19,13-14,2013,10,19,292,07:25:00,00:10:00,2,11,6,Late,2,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",68,42.92629289511882,13.9
G-MB-A-CL_04,MB-A-CL_04,Gaica,Gaica mbd,G-MB-A-CL,2013-10-20,13-14,2013,10,20,293,07:25:00,00:10:00,2,11,7,Late,3,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",69,42.92629289511882,13.9
G-MB-A-CL_04,MB-A-CL_04,Gaica,Gaica mbd,G-MB-A-CL,2013-10-21,13-14,2013,10,21,294,07:00:00,00:10:00,2,11,8,Late,4,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",70,42.92629289511882,13.9
G-MB-A-CL_04,MB-A-CL_04,Gaica,Gaica mbd,G-MB-A-CL,2016-11-10,16-17,2016,11,10,315,07:00:00,00:10:00,2,11,1,Early,1,1,,,,"Yuri Rosero-Mora, Robert Rodriguez",55,45.60633156114087,13.9
G-MB-A-CL_04,MB-A-CL_04,Gaica,Gaica mbd,G-MB-A-CL,2016-11-11,16-17,2016,11,11,316,07:05:00,00:10:00,2,11,2,Early,2,1,,,,"Yuri Rosero-Mora, Robert Rodriguez",56,45.60633156114087,13.9
G-MB-A-CL_04,MB-A-CL_04,Gaica,Gaica mbd,G-MB-A-CL,2016-11-12,16-17,2016,11,12,317,06:55:00,00:10:00,2,11,3,Early,3,1,,,,"Yuri Rosero-Mora, Robert Rodriguez",57,45.60633156114087,13.9
G-MB-A-CL_05,MB-A-CL_05,Gaica,Gaica mbd,G-MB-A-CL,2013-06-28,13-14,2013,6,28,179,09:25:00,00:10:00,2,11,1,Early,1,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",36,45.00532043530796,12.6
G-MB-A-CL_05,MB-A-CL_05,Gaica,Gaica mbd,G-MB-A-CL,2013-06-29,13-14,2013,6,29,180,09:20:00,00:10:00,2,11,2,Early,2,1,,,,"Ronald Fernandez-Gomez, Yuri Rosero-Mora",37,45.00532043530796,12.6
